url,status_code,content_type,last_modified,content_length,size,referrer,timestamp
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-ii-recto/smthumb/,200,image/jpeg,,3377,3377,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.662493
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-i-verso/smthumb/,200,image/jpeg,,2235,2235,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.674107
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-388-389-insertion-a-verso/smthumb@2x/,200,image/jpeg,,19689,19689,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.738052
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-i-recto/smthumb/,200,image/jpeg,,5187,5187,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.776822
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-388-389-insertion-a-recto/smthumb@2x/,200,image/jpeg,,9472,9472,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.778969
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-b-verso/smthumb/,200,image/jpeg,,3755,3755,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.878048
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-b-recto/smthumb/,200,image/jpeg,,4266,4266,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:48.961448
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-360-361-insertion-a-verso/smthumb@2x/,200,image/jpeg,,5603,5603,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.272663
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-in-situ-verso/smthumb/,200,image/jpeg,,4943,4943,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.383905
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-ii-recto/smthumb@2x/,200,image/jpeg,,10217,10217,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.386469
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-360-361-insertion-a-recto/smthumb@2x/,200,image/jpeg,,12361,12361,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.388109
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-b-verso/smthumb@2x/,200,image/jpeg,,12226,12226,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.390067
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-ii-verso/smthumb@2x/,200,image/jpeg,,4630,4630,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.427069
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-c-in-situ-recto/smthumb/,200,image/jpeg,,3817,3817,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.558690
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-ba-in-situ-verso/smthumb/,200,image/jpeg,,4027,4027,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.608334
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-b-recto/smthumb@2x/,200,image/jpeg,,14284,14284,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.610380
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-bb-in-situ-recto/smthumb/,200,image/jpeg,,3938,3938,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.658240
https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/images/pp-352-353-insertion-bb-verso/smthumb/,200,image/jpeg,,4749,4749,https://derridas-margins.princeton.edu/library/derrida-de-la-grammatologie-1967/gallery/,2024-05-14T15:50:49.708330
